all_laptops,price_laptop_in_USD,rated_from
"Acer Predator Helios 300 Gaming Laptop, Intel Core i7-9750H, GeForce GTX 1660 Ti, 15.6"" Full HD 144Hz Display, 3ms Response Time, 16GB DDR4, 512GB PCIe NVMe SSD, RGB Backlit Keyboard, PH315-52-710B,Asus TUF FX505DT Gaming Laptop, 15.6” 120Hz Full HD, AMD Ryzen 5 R5-3550H Processor, GeForce GTX 1650 Graphics, 8GB DDR4, 256GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505DT-AH51, RGB Keyboard,Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L,Silver,Lenovo Ideapad L340 Gaming Laptop, 15.6 Inch FHD (1920 X 1080) IPS Display, Intel Core i5-9300H Processor, 8GB DDR4 RAM, 512GB Nvme SSD, NVIDIA GeForce GTX 1650, Windows 10, 81LK00HDUS, Black,Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L,Silver,MSI GF63 Thin 9SCX-005 15. 6"" FHD Gaming Laptop Intel Core i5-9300H GTX1650 8GB 256GB NVMe SSD Win10,Alienware New M15 Gaming Laptop, 15.6"" 144hz FHD Display, Intel Core i7-9750H, NVIDIA RTX 2060 6GB, 512GB SSD, 16GB RAM, AWYA15-7947BLK-PUS,Dell G5 15 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1650, 15.6"" FHD LCD Screen, 256GB SSD and 1TB SATA, 16 GB RAM) G5590-7679BLK-PUS,ASUS TUF Gaming A15 Gaming Laptop, 15.6” 144Hz Full HD IPS-Type, AMD Ryzen 7 4800H, GeForce GTX 1660 Ti, 16GB DDR4, 512GB PCIe SSD, 90WHr Battery, RGB Backlit KB, Windows 10 Home, TUF506IU-ES74,Acer Nitro 5 Gaming Laptop, 9th Gen Intel Core i5-9300H, NVIDIA GeForce GTX 1650, 15.6"" Full HD IPS Display, 8GB DDR4, 256GB NVMe SSD, WiFi 6, Waves MaxxAudio, Backlit Keyboard, AN515-54-5812,MSI GL65 Leopard 10SFK-062 15.6"" FHD 144Hz 3ms Thin Bezel Gaming Laptop Intel Core i7-10750H RTX2070 16GB 512GB NVMe SSD Win 10,Lenovo Ideapad L340 Gaming Laptop, 15.6 Inch FHD (1920 X 1080) IPS Display, Intel Core i5-9300H Processor, 8GB DDR4 RAM, 512GB Nvme SSD, NVIDIA GeForce GTX 1650, Windows 10, 81LK00HDUS, Black,2019 ASUS TUF 17.3"" FHD Gaming Laptop Computer, AMD Ryzen 7 3750H Quad-Core up to 4.0GHz, 8GB DDR4 RAM, 512GB PCIE SSD, GeForce GTX 1650 4GB, 802.11ac WiFi, Bluetooth 4.2, HDMI, Windows 10,MSI GF63 Thin 9SCX-005 15. 6"" FHD Gaming Laptop Intel Core i5-9300H GTX1650 8GB 256GB NVMe SSD Win10,MSI GF63 THIN 9RCX-818 15.6"" Gaming Laptop, Thin Bezel, Intel Core i7-9750H, NVIDIA GeForce GTX 1050 Ti, 8GB, 256GB NVMe SSD,Razer Blade 15 Gaming Laptop 2020: Intel Core i7-10750H 6-Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black,2020 HP 17.3"" HD+ Premium Laptop Computer, AMD Ryzen 5 3500U Quad-Core Up to 3.7GHz, 12GB DDR4 RAM, 256GB SSD, DVDRW, AMD Radeon Vega 8, 802.11ac WiFi, Bluetooth 4.2, USB 3.1, HDMI, Black, Windows 10,MSI GF65 Thin 9SD-252 15. 6"" 120Hz Gaming Laptop Intel Core i7-9750H GTX1660Ti 8GB 512GB SSD Win10,2019 ASUS ROG 15.6"" FHD Gaming Laptop Computer, Intel Hexa-Core i7-9750H Up to 4.5GHz, 16GB DDR4, 1TB HDD + 512GB SSD, NVIDIA GeForce GTX 1650, 802.11ac WiFi, HDMI, USB 3.0, Windows 10,MSI GS66 Stealth 10SFS-032 15.6"" 300Hz 3ms Ultra Thin and Light Gaming Laptop Intel Core i9-10980HK RTX 2070 Super 32GB 1TB NVMe SSD TB3 Win10PRO VR Ready,Asus TUF Gaming Laptop, 15.6” IPS Level Full HD, AMD Ryzen 5 3550H Processor, AMD Radeon Rx 560X, 8GB DDR4, 256GB PCIe Nvme SSD, Gigabit WiFi, Windows 10 - FX505DY-ES51","1,129,792,349,857,349,699,1,796,1,269,999,674,857,1,049,699,897,1,799,684,999,1,045,2,549,755","138,994,5,710,517,5,710,14,48,122,50,16,94,517,109,14,106,185,10,6,142,13,186"
